Id,flightNo,date,departure,destination,weekday,month
982,BEPA,2018-01-11,Berlin,Paris,Thursday,January
983,BELO,2018-01-11,Berlin,London,Thursday,January
984,BEDU,2018-01-11,Berlin,Dublin,Thursday,January
985,ROBE,2018-01-11,Rome,Berlin,Thursday,January
986,ROPA,2018-01-11,Rome,Paris,Thursday,January
987,ROLO,2018-01-11,Rome,London,Thursday,January
988,RODU,2018-01-11,Rome,Dublin,Thursday,January
989,PALO,2018-01-11,Paris,London,Thursday,January
990,PADU,2018-01-11,Paris,Dublin,Thursday,January
991,PABE,2018-01-11,Paris,Berlin,Thursday,January
992,PARO,2018-01-11,Paris,Rome,Thursday,January
993,LODU,2018-01-11,London,Dublin,Thursday,January
994,LOBE,2018-01-11,London,Berlin,Thursday,January
995,LORO,2018-01-11,London,Rome,Thursday,January
996,LOPA,2018-01-11,London,Paris,Thursday,January
997,DUBE,2018-01-11,Dublin,Berlin,Thursday,January
998,DURO,2018-01-11,Dublin,Rome,Thursday,January
999,DUPA,2018-01-11,Dublin,Paris,Thursday,January
1000,DULO,2018-01-11,Dublin,London,Thursday,January
